,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
97992,Accident,2013-07-21,KingSalmon_AK,US,Substantial,Cessna,T207,1,Turbo_Prop,Katmai_air_llc,IMC,Takeoff,"58.676389, -156.648611",Cessna_T207
98042,Accident,1997-05-04,DENVER_CO,US,Missing,Boeing,737,2,Turbo_Jet,Frontier_Airlines,VMC,Standing,Missing,Boeing_737
98214,Accident,2013-09-01,Telluride_CO,US,Substantial,Beech,1900D,2,Turbo_Prop,Great_Lakes,VMC,Landing,"37.953056, -107.905556",Beech_1900D
98237,Incident,2011-06-03,Chicago_IL,US,Missing,Embraer,EMB_145,2,Turbo_Jet,American_Airlines,VMC,Landing,"41.981389, -87.906667",Embraer_EMB_145
98516,Accident,1982-02-25,DALLAS_TX,US,Substantial,Beech,D18S,2,Reciprocating,Jim_billingsley,IMC,Approach,Missing,Beech_D18S
98529,Accident,1982-06-18,FRESNO_CA,US,Destroyed,Beech,H_18,2,Reciprocating,West_states_air_taxi,VMC,Takeoff,Missing,Beech_H_18
98531,Accident,1982-06-18,NEARCHINITNAB_AK,US,Destroyed,Cessna,185F,1,Reciprocating,Alaska_north_flying_service,VMC,Standing,Missing,Cessna_185F
98532,Accident,1982-06-15,MYRTLEBEACH_SC,US,Destroyed,Beech,A36,1,Reciprocating,Grand_strand_aviation_inc,VMC,Descent,Missing,Beech_A36
98541,Accident,1982-05-28,PALMSPRINGS_CA,US,Minor,Swearingen,SA226_TC,2,Turbo_Prop,Sunaire,VMC,Standing,Missing,Swearingen_SA226_TC
98555,Incident,1982-01-22,LOUISVILLE_KY,US,Missing,Dassault,FALCON_20,2,Turbo_Fan,Fedex_express,VMC,Descent,Missing,Dassault_FALCON_20
98558,Accident,1982-01-15,JAMAICA_NY,US,Substantial,Swearingen,SA_226_TC,2,Turbo_Prop,Pocono_airlines,VMC,Takeoff,Missing,Swearingen_SA_226_TC
98559,Incident,1982-01-12,CHICAGO_IL,US,Missing,Lockheed,L_1011,3,Turbo_Fan,Trans_world_airlines,UNK,Cruise,Missing,Lockheed_L_1011
98560,Accident,1982-01-10,QUINHAGAK_AK,US,Substantial,Cessna,U206,1,Reciprocating,Tri_city_air_service,VMC,Cruise,Missing,Cessna_U206
98588,Accident,2014-10-05,Jamaica_NY,US,Minor,Airbus,A340_212,4,Turbo_Fan,Alia_the_royal_jordanian_airline,VMC,Taxi,"40.64, -73.778611",Airbus_A340_212
98597,Accident,2014-08-27,Columbus_OH,US,Missing,Embraer,ERJ_170_200_LR,2,Turbo_Fan,Shuttle_america_corp,VMC,Climb,"39.067778, -77.761389",Embraer_ERJ_170_200_LR
98599,Accident,2014-08-22,Hemphill_TX,US,Missing,Embraer,ERJ170_200LR,2,Turbo_Fan,Republic_Airlines,VMC,Other,"31.229167, -93.634444",Embraer_ERJ170_200LR
98756,Accident,2016-06-16,StateCollege_PA,US,Destroyed,Piper,PA_31,2,Reciprocating,Aeronational_inc,IMC,Approach,"40.842777, -77.8425",Piper_PA_31
98760,Accident,2016-05-23,ChinitaBay_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Rustair_inc,VMC,Taxi,"59.534722, -153.554722",Cessna_U206G
99645,Accident,2013-08-04,Kokhanok_AK,US,Substantial,Cessna,U206F,1,Reciprocating,K_bay_air,VMC,Takeoff,"58.990277, -153.573056",Cessna_U206F
99646,Accident,2013-07-21,KingSalmon_AK,US,Substantial,Cessna,T207,1,Turbo_Prop,Katmai_air_llc,IMC,Takeoff,"58.676389, -156.648611",Cessna_T207
100211,Incident,2008-04-24,Minneapolis_MN,US,Missing,Bombardier,CL600_2D24,2,Turbo_Fan,Mesa_Airlines,IMC,Taxi,"44.881945, -93.221667",Bombardier_CL600_2D24
100227,Accident,2009-06-15,Islesboro_ME,US,Substantial,Cessna,U206F,1,Reciprocating,Waters_aero_marine_inc,VMC,Takeoff,"44.301389, -68.906389",Cessna_U206F
100240,Incident,2009-05-12,Houston_TX,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Landing,"29.640555, -95.273889",Boeing_737
100260,Accident,2008-12-23,Rockford_IL,US,Substantial,Boeing,747,4,Turbo_Fan,Evergreen_international_airlines_inc,VMC,Taxi,"42.198611, -89.100278",Boeing_747
100393,Incident,2011-06-21,Atlanta_GA,US,Missing,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Takeoff,"33.639166, -84.428056",Boeing_757
100661,Accident,2017-02-11,Phoenix_AZ,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"33.434166, -112.011667",Boeing_737
100668,Accident,2016-12-12,Moab_UT,US,Destroyed,Quest,KODIAK_100,1,Turbo_Prop,Aerowest_aviation_(dba:_redtail_air),VMC,Takeoff,"38.753056, -109.752778",Quest_KODIAK_100
100674,Incident,2016-09-19,Miami_FL,US,Minor,Airbus,A320,2,Turbo_Fan,Aruba_airlines,UNK,Takeoff,"25.795833, -80.286944",Airbus_A320
101327,Incident,2014-05-14,SouthNaknek_AK,US,Missing,Piper,PA_28_181,1,Reciprocating,King_air_inc,VMC,Taxi,"58.704444, -157.008333",Piper_PA_28_181
101347,Accident,2017-03-08,Ypsilanti_MI,US,Substantial,Mcdonnell,MD80,2,Turbo_Jet,"Ameristar_air_cargo,_inc.",VMC,Takeoff,Missing,Mcdonnell_MD80
101366,Accident,2016-08-31,RussianMission_AK,US,Destroyed,Cessna,208,1,Turbo_Prop,"Hageland_aviation_services,_inc._(dba:_ravn_connect)",VMC,Cruise,"61.798055, -161.498889",Cessna_208
101373,Accident,2016-07-26,Cleveland_OH,US,Missing,Embraer,ERJ_170_100_SE,2,Turbo_Fan,Republic_Airlines,VMC,Descent,"41.409444, -81.854722",Embraer_ERJ_170_100_SE
101375,Accident,2014-01-03,LasVegas_NV,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Landing,"36.08, -115.152222",Boeing_737
101379,Incident,2013-11-21,Wichita_KS,US,Missing,Boeing,747,4,Turbo_Jet,"Atlas_air_,_inc.",VMC,Other,"37.7475, -97.221111",Boeing_747
101526,Accident,2012-12-05,NewYork_NY,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Air_wisconsin_(dba:_us_airways_express),VMC,Approach,"40.777223, -73.8725",Bombardier_CL_600_2B19
101561,Accident,2011-05-31,LosAngeles_CA,US,Minor,Boeing,757,2,Turbo_Fan,United_Airlines,VMC,Other,"33.938889, -118.404722",Boeing_757
101689,Incident,1982-02-19,HARLINGEN_TX,US,Missing,Boeing,727,3,Turbo_Jet,Mexicana_airlines,IMC,Landing,Missing,Boeing_727
101690,Incident,1982-02-18,BOISE_ID,US,Minor,Embraer,EMB_145,2,Turbo_Prop,"Cascade_airways,_inc.",VMC,Takeoff,Missing,Embraer_EMB_145
101691,Incident,1982-02-15,ONTARIO_CA,US,Minor,Boeing,737,2,Turbo_Jet,Aircal,IMC,Approach,Missing,Boeing_737
101933,Accident,2013-12-02,Walton_IN,US,Substantial,Cessna,560,2,Turbo_Fan,Netjets_Airlines,VMC,Descent,"40.632223, -86.198055",Cessna_560
101936,Accident,2013-10-30,Lubbock_TX,US,Substantial,Aero_commander,500___B,2,Reciprocating,Central_Air_Southwest,VMC,Landing,"33.663611, 101.820556",Aero_commander_500___B
101952,Accident,2014-08-09,SanAntonio_TX,US,Substantial,Bombardier,CL600_2D24___900,2,Turbo_Fan,Mesa_Airlines,VMC,Taxi,"29.526945, -98.471945",Bombardier_CL600_2D24___900
101962,Accident,2014-06-25,Cantwell_AK,US,Substantial,Piper,PA_18,1,Reciprocating,Sluice_box_inc_(dba:_gracious_house_flying_service),VMC,Takeoff,"63.389722, -146.900833",Piper_PA_18
101990,Accident,2014-01-31,Atlanta_GA,US,Substantial,Mcdonnell,MD88,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"33.636944, -84.428056",Mcdonnell_MD88
102110,Accident,1982-09-02,DARLINGTON_SC,US,Substantial,Grumman,AA5B,1,Reciprocating,Raleigh_flying_service,VMC,Landing,Missing,Grumman_AA5B
102119,Accident,1982-08-20,KANSASCITY_MO,US,Substantial,Swearingen,SA226TC,2,Turbo_Prop,Air_midwest,VMC,Approach,Missing,Swearingen_SA226TC
102129,Accident,1982-07-24,JAMAICA_NY,US,Substantial,Cessna,172,1,Reciprocating,East_hampton_flight_service,VMC,Taxi,Missing,Cessna_172
102180,Accident,1982-03-08,GRANDMARAIS_MN,US,Substantial,Piper,PA_23_250,2,Reciprocating,Northern_airmotive_inc,VMC,Approach,Missing,Piper_PA_23_250
102184,Incident,1982-02-26,ATLANTA_GA,US,Minor,Beech,B90,2,Turbo_Prop,Hanger_one,IMC,Landing,Missing,Beech_B90
102197,Accident,1982-01-17,HONOLULU_HI,US,Destroyed,Convair,440,2,Reciprocating,Island_airlines_hawaii_inc.,VMC,Takeoff,Missing,Convair_440
102277,Accident,2012-11-18,Obyan_MP,US,Substantial,Piper,PA-32,1,Reciprocating,"Star_marianas_air,_inc",VMC,Takeoff,"15.120278, 145.73",Piper_PA-32
102280,Incident,2012-11-06,Atlanta_GA,US,Missing,Boeing,MD88,2,Turbo_Jet,Delta_Airlines,UNK,Takeoff,"33.658333, -84.421667",Boeing_MD88
102281,Accident,2012-11-06,Wichita_KS,US,Substantial,Cessna,208,1,Turbo_Prop,Baron_Aviation,VMC,Climb,"37.614722, -97.447777",Cessna_208
102292,Accident,2015-04-16,Rifle_CO,US,Substantial,Fairchild,SA227_AC,2,Turbo_Prop,Key_lime_air_corporation_(dba:_denver_air_connection),IMC,Takeoff,"39.525834, -107.728056",Fairchild_SA227_AC
102293,Accident,2015-04-15,Greer_SC,US,Substantial,Short_bros,SD_360_300,2,Turbo_Prop,Air_cargo_carriers_(dba:_air_cargo_carriers),VMC,Standing,"34.890555, -82.217778",Short_bros_SD_360_300
102412,Accident,2016-08-27,Pensacola_FL,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,Missing,Boeing_737
102778,Accident,2017-09-13,Charlotte_NC,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,PSA_Airlines,VMC,Other,"35.13, -80.56",Bombardier_CL_600_2B19
102849,Accident,2008-05-09,Ada_MI,US,Substantial,Cessna,208,1,Turbo_Prop,Csa_air_inc,VMC,Approach,Missing,Cessna_208
102858,Accident,2008-04-11,Roswell_NM,US,Substantial,Cessna,310Q,2,Reciprocating,Aero_Charter,VMC,Other,"33.301389, -104.530556",Cessna_310Q
103114,Accident,2011-03-26,KansasCity_MO,US,Missing,Embraer,EMB_145,2,Turbo_Fan,American_Airlines,VMC,Climb,"37.9125, -93.590277",Embraer_EMB_145
103324,Accident,2014-06-09,Chitina_AK,US,Substantial,Cessna,U206C,1,Reciprocating,Copper_valley_air_service,VMC,Other,"61.515556, -144.440277",Cessna_U206C
103336,Accident,2014-03-13,Philadelphia_PA,US,Substantial,Airbus,A320,2,Turbo_Fan,US_Airways,VMC,Takeoff,"39.860556, -75.273889",Airbus_A320
103358,Incident,2016-11-29,Kansas_IL,US,Missing,Bombardier,CL_600_2C10,2,Turbo_Fan,"Gojet_airlines,_llc._(dba:_delta_connection)",UNK,Other,"39.502778, -87.93",Bombardier_CL_600_2C10
103359,Accident,2016-11-08,Salmon_ID,US,Substantial,Cessna,172,1,Reciprocating,Mccall_aviation_inc_(dba:_mccall_air),VMC,Takeoff,"45.104722, -114.798611",Cessna_172
103432,Accident,2015-12-26,SanDiego_CA,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Approach,"32.868334, -116.55",Boeing_737
103483,Accident,2017-12-03,Miami_FL,US,Minor,Airbus,A319,2,Turbo_Fan,American_Airlines,VMC,Taxi,"25.793333, -80.290555",Airbus_A319
103683,Accident,2008-08-28,SpottedBear_MT,US,Substantial,Cessna,TR182,1,Reciprocating,"Minuteman_aviation,_inc.",VMC,Landing,"47.958333, -113.559444",Cessna_TR182
103777,Accident,2017-09-30,Arlington_VA,US,Substantial,Airbus,A321,2,Turbo_Fan,American_Airlines,VMC,Standing,"38.9, -77.033334",Airbus_A321
103804,Accident,1992-03-22,FLUSHING_NY,US,Destroyed,Fokker,28_4000,2,Turbo_Fan,US_Airways,IMC,Takeoff,Missing,Fokker_28_4000
104117,Accident,2016-01-10,Carolina_PR,US,Substantial,Beech,B200,2,Turbo_Prop,"Island_airlines,_llc_(dba:_island_airways)",VMC,Other,"18.263611, -66.001389",Beech_B200
104131,Accident,2017-08-22,McKellar_TN,US,Missing,Bombardier,CL_600_2C10,2,Turbo_Fan,Skywest_Airlines,IMC,Other,"35.6, -88.915556",Bombardier_CL_600_2C10
104162,Accident,2015-11-10,Akron_OH,US,Destroyed,British_aerospace,HS_125_700A,2,Turbo_Fan,Execuflight_(dba:_execuflight_inc.),IMC,Approach,"41.054722, -81.423611",British_aerospace_HS_125_700A
104250,Accident,1982-03-15,PAXSON_AK,US,Substantial,Cessna,185,1,Reciprocating,W.t._ellis,VMC,Taxi,Missing,Cessna_185
104253,Accident,1982-02-22,CLEVELAND_OH,US,Substantial,Piper,PA_60,2,Reciprocating,Air_Continental,VMC,Takeoff,Missing,Piper_PA_60
104293,Accident,1982-07-08,51NMESEYAKUT_AK,US,Destroyed,Piper,PA-32,1,Reciprocating,L.a.b._flying_service,VMC,Maneuvering,Missing,Piper_PA-32
104593,Incident,1982-09-13,DENVER_CO,US,Minor,Fairchild/swearingen,SA226TC,2,Turbo_Prop,Air_midwest,VMC,Other,Missing,Fairchild/swearingen_SA226TC
104695,Accident,2012-02-11,Wheatland_WY,US,Substantial,Learjet_inc,31A,2,Turbo_Fan,"International_jet_services,_inc.",VMC,Landing,"42.050833, -104.918611",Learjet_inc_31A
104709,Accident,2012-12-28,CHICAGO_IL,US,Missing,Embraer,EMB_145,2,Turbo_Fan,American_Airlines,VMC,Takeoff,"44.667778, -85.55",Embraer_EMB_145
104776,Accident,2013-07-24,ThorneBay_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,Promech_air_llc_(dba:_promech_air),VMC,Other,"55.825, -132.885",Dehavilland_BEAVER_DHC_2
104791,Accident,2012-08-25,Kenai_AK,US,Substantial,Dehavilland,BEAVER_U_6,1,Reciprocating,"High_adventur_air_charter,_guides_&_outfitters_inc_(dba:_high_adventure_air_charter)",VMC,Approach,"60.570556, -151.244722",Dehavilland_BEAVER_U_6
104908,Accident,1982-07-14,OXBOW_OR,US,Destroyed,Cessna,172,1,Reciprocating,Hell's_canyon_navigation_compa,VMC,Go_around,Missing,Cessna_172
104972,Accident,2004-09-24,Willow_AK,US,Substantial,De_havilland,DHC_2,1,Reciprocating,Susitna_air_service_inc,VMC,Landing,"62.083333, -149.516667",De_havilland_DHC_2
105041,Accident,2014-05-28,TraverseCity_MI,US,Substantial,Embraer,EMB_145,2,Turbo_Jet,Chautauqua_airlines_inc_(dba:_american_connection),VMC,Approach,"44.741666, -85.581667",Embraer_EMB_145
105061,Accident,2013-10-23,Homer_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,Era_aviation_inc_(dba:_era_alaska),VMC,Landing,"59.645555, -151.476667",Beech_1900C
105076,Accident,2013-08-23,Tokotna_AK,US,Substantial,Cessna,U206F,1,Reciprocating,Yute_air_taxi,VMC,Other,"61.992777, -156.029723",Cessna_U206F
105091,Accident,2013-06-14,Salmon_ID,US,Substantial,Cessna,T210N,1,Reciprocating,Scott_patrick_(dba:_sp_aircraft),VMC,Landing,"44.967778, -114.732778",Cessna_T210N
105193,Incident,2000-04-30,DENVER_CO,US,Missing,British_aerospace,BAE_146_200,4,Turbo_Fan,"Air_bc,_ltd.",IMC,Cruise,Missing,British_aerospace_BAE_146_200
105439,Accident,1982-11-22,RICHMOND_VA,US,Missing,Piper,PA_31,2,Reciprocating,"Mid_south_airlines,_inc.",VMC,Climb,Missing,Piper_PA_31
105441,Accident,1982-11-20,ATLANTA_GA,US,Destroyed,Aero_commander,680W,2,Turbo_Prop,Astro_wings_airlines,IMC,Cruise,Missing,Aero_commander_680W
105448,Accident,1982-11-10,COALING_CA,US,Destroyed,Piper,PA_28R_201T,1,Reciprocating,"Flight_east,_inc.",VMC,Cruise,Missing,Piper_PA_28R_201T
105452,Accident,1982-11-02,AUSTIN_TX,US,Missing,Boeing,737,2,Turbo_Fan,S.w._airlines_inc.,VMC,Climb,Missing,Boeing_737
105465,Accident,1982-09-14,MAHONEYCREEK_ID,US,Destroyed,De_havilland,DHC_II,1,Reciprocating,James_f._searles,VMC,Approach,Missing,De_havilland_DHC_II
105496,Incident,1982-07-05,BOISE_ID,US,Minor,Mcdonnell,DC_9_31,2,Turbo_Fan,Republic_Airlines,VMC,Takeoff,Missing,Mcdonnell_DC_9_31
105594,Accident,2015-11-29,StLouis_MO,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,IMC,Descent,"0.0, 0.0",Boeing_737
105595,Accident,2015-11-23,Philadelphia_PA,US,Missing,Airbus,A319,2,Turbo_Fan,American_Airlines,VMC,Other,"39.880834, -75.253056",Airbus_A319
105619,Accident,2008-09-01,Fairbanks_AK,US,Substantial,Cessna,207,1,Reciprocating,"Wright_air_service,_inc.",VMC,Landing,"63.963333, -147.271111",Cessna_207
105657,Accident,2006-12-10,Waukegan_IL,US,Substantial,Bombardier,BD_100_1A10,2,Turbo_Fan,"Jet_solutions,_llc",VMC,Takeoff,"42.422223, -87.867778",Bombardier_BD_100_1A10
105670,Accident,2007-09-28,St.Louis_MO,US,Substantial,Mcdonnell,DC_9_82_(MD_82),2,Turbo_Fan,American_Airlines,VMC,Climb,"38.748611, -90.366945",Mcdonnell_DC_9_82_(MD_82)
105823,Accident,1990-01-29,WILLISTON_VT,US,Destroyed,Cessna,208,1,Turbo_Prop,"Business_air,_inc.",IMC,Takeoff,Missing,Cessna_208
105887,Accident,2010-05-17,Miami_FL,US,Substantial,Boeing,747,4,Turbo_Fan,Atlas_air_inc,VMC,Approach,"25.795277, -80.29",Boeing_747
106103,Accident,2015-02-09,Houston_TX,US,Substantial,Embraer,ERJ_190_100_IGW,2,Turbo_Fan,US_Airways,VMC,Landing,"29.984444, -95.341389",Embraer_ERJ_190_100_IGW
106169,Accident,2017-03-22,Ketchikan_AK,US,Substantial,Dehavilland,DHC_2,1,Reciprocating,Pacific_airways,VMC,Takeoff,"55.344444, -131.663333",Dehavilland_DHC_2
106197,Accident,2015-11-10,Akron_OH,US,Destroyed,British_aerospace,HS_125_700A,2,Turbo_Fan,Execuflight_(dba:_execuflight_inc.),IMC,Approach,"41.054722, -81.423611",British_aerospace_HS_125_700A
106382,Accident,2018-02-26,MackinacIsland_MI,US,Substantial,Piper,PA_28,1,Reciprocating,Great_Lakes,VMC,Approach,"45.876111, -84.636944",Piper_PA_28
106472,Incident,2007-01-12,Chicago_IL,US,Minor,Mitsubishi,MU_2B_36,2,Turbo_Prop,Flight_line_inc._(dba:_american_check_transport),VMC,Approach,Missing,Mitsubishi_MU_2B_36
106481,Accident,2008-01-16,Tulsa_OK,US,Substantial,Aero_commander,500B,2,Reciprocating,Central_Air_Southwest,IMC,Takeoff,"36.225834, -95.889444",Aero_commander_500B
106487,Incident,2007-11-17,Greenville_TX,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Climb,"33.191111, -95.978334",Boeing_737
107093,Incident,1982-05-27,NEARGOSHEN_IN,US,Missing,Mcdonnell,DC_8_61,4,Turbo_Jet,United_Airlines,VMC,Cruise,Missing,Mcdonnell_DC_8_61
107345,Accident,1982-05-06,BISMARCK_ND,US,Substantial,Cessna,402,2,Reciprocating,Capital_aviation_corporation,VMC,Landing,Missing,Cessna_402
107419,Accident,2011-09-29,Miami_FL,US,Missing,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Descent,"25.766667, -80.291666",Boeing_737
107431,Accident,2011-03-04,Houston_TX,US,Substantial,Learjet,25,2,Turbo_Jet,Personas_y_paquetes_por_aire_s_a_de_c_v_(dba:_usmx_airlink),IMC,Landing,"29.640555, -95.273889",Learjet_25
107688,Incident,2008-03-01,Dallas_TX,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,IMC,Standing,"32.845277, -96.8525",Boeing_737
107690,Accident,2008-02-12,Cahokia_IL,US,Substantial,Cessna,425,2,Turbo_Prop,Flight_concepts_inc,VMC,Other,"38.570556, -90.156111",Cessna_425
107775,Incident,2005-09-21,LosAngeles_CA,US,Minor,Airbus,A320,2,Turbo_Jet,"Jet_blue_airways,_inc.",VMC,Takeoff,"33.9425, -118.408056",Airbus_A320
107832,Accident,2012-09-09,Washington_PA,US,Substantial,Piper,PA_31,2,Reciprocating,Aeronational_inc,VMC,Takeoff,"40.136389, -80.290277",Piper_PA_31
107835,Incident,2012-08-31,Nantucket_MA,US,Minor,Cessna,402,2,Reciprocating,Hyannis_air_service_inc_(dba:_cape_air),VMC,Landing,"41.253056, -70.060278",Cessna_402
108217,Incident,1982-05-21,DAYTON_OH,US,Missing,Bac,1_11_204AF,2,Turbo_Jet,US_Airways,IMC,Landing,Missing,Bac_1_11_204AF
108412,Incident,2009-05-21,LosCayes_Haiti,Haiti,Missing,Airbus,A330,2,Turbo_Fan,Tam,VMC,Other,Missing,Airbus_A330
108414,Accident,2009-05-06,Bethel_AK,US,Substantial,Cessna,TU206,1,Reciprocating,Alaska_scenic_air_llc,VMC,Takeoff,"60.774445, -161.840833",Cessna_TU206
108418,Accident,2009-04-26,SanJuan_PR,US,Substantial,Mcdonnell,DC3,2,Reciprocating,Four_star_aviation_inc,VMC,Taxi,"18.439444, -66.001944",Mcdonnell_DC3
108426,Accident,2009-03-13,Healy_AK,US,Substantial,Helio,H_295,1,Reciprocating,Wright_air_service_inc_(dba:_wright_air_service),VMC,Takeoff,"63.748611, -150.329445",Helio_H_295
108433,Accident,2009-02-07,Atmautluak_AK,US,Substantial,Cessna,172,1,Reciprocating,Jp_air,VMC,Go_around,"60.866945, -162.273056",Cessna_172
108572,Accident,2018-06-15,Kotzebue_AK,US,Substantial,Cessna,180K,1,Reciprocating,Airframe_innovations_inc,VMC,Takeoff,"66.135, -160.2575",Cessna_180K
108619,Accident,2011-09-23,Kodiak_AK,US,Substantial,Dehavilland,DHC_3T,1,Turbo_Prop,Paklook_air_inc_(dba:_paklook_air),VMC,Go_around,"57.685277, -152.509167",Dehavilland_DHC_3T
108621,Accident,2011-09-02,Nightmute_AK,US,Substantial,Cessna,T207,1,Reciprocating,Ryan_air_inc,VMC,Other,"60.605556, -164.598611",Cessna_T207
108698,Accident,2010-09-18,Rainelle_WV,US,Substantial,Beech,58,2,Reciprocating,Albatross_aircraft_sales_inc,VMC,Other,"37.970556, -80.806111",Beech_58
108702,Incident,1982-03-11,FLUSHING_NY,US,Minor,Nord_aviation,262A_12,2,Turbo_Prop,"Ransome_airlines,_inc",IMC,Climb,Missing,Nord_aviation_262A_12
109124,Accident,2015-11-07,Beaumont_TX,US,Missing,Boeing,787,2,Turbo_Fan,United_Airlines,IMC,Descent,"29.760278, -95.369723",Boeing_787
109140,Accident,2017-06-30,Chicago_IL,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Taxi,"41.977223, -87.898333",Bombardier_CL_600_2B19
109147,Accident,2017-05-22,Skagway_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Kalinin_partners_llc_(dba:_alaska_seaplanes),VMC,Cruise,"59.321945, -135.206111",Cessna_208
109215,Accident,2009-02-14,Kotzebue_AK,US,Substantial,Construcciones_aeronauticas_sa,C_212_CC,2,Turbo_Prop,Arctic_transportation_services_inc_(dba:_arctic_transportation_services),IMC,Approach,"66.884722, -162.598611",Construcciones_aeronauticas_sa_C_212_CC
109224,Accident,2008-12-28,Seattle_WA,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"47.449722, -122.311667",Boeing_737
109817,Accident,1982-10-28,COLUMBUS_OH,US,Substantial,Piper,PA_30,2,Reciprocating,Raf_aviation,VMC,Taxi,Missing,Piper_PA_30
109828,Accident,1982-09-21,NEARKOTZEBUE_AK,US,Missing,Cessna,U206_G,1,Reciprocating,"Baker_aviation,_inc.",VMC,Cruise,Missing,Cessna_U206_G
109837,Incident,2012-02-13,Portland_OR,US,Minor,Mcdonnell,MD_10_30F,3,Turbo_Fan,Fedex_express,UNK,Takeoff,"45.589166, -122.605556",Mcdonnell_MD_10_30F
109865,Incident,2011-09-01,BatonRouge_LA,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Atlantic_Southeast,VMC,Landing,"30.532778, -91.149722",Bombardier_CL_600_2B19
110153,Accident,2017-09-12,Greeley_CO,US,Substantial,Embraer,EMB_145,2,Turbo_Prop,Freight_runners_express_inc,VMC,Standing,"40.4375, -104.633334",Embraer_EMB_145
110192,Accident,2017-05-02,Boston_MA,US,Missing,Airbus,A320,2,Turbo_Fan,Jetblue_airways,VMC,Climb,"42.21, -71.0",Airbus_A320
110228,Accident,2012-08-02,Hoonah_AK,US,Destroyed,Piper,PA-32,1,Reciprocating,Air_excursions_llc_(dba:_air_excursions),VMC,Descent,"58.259167, -135.119723",Piper_PA-32
110272,Accident,2011-07-14,Boston_MA,US,Substantial,Bombardier,CL600_2D24,2,Turbo_Fan,Atlantic_Southeast,VMC,Standing,"42.353333, -71.014444",Bombardier_CL600_2D24
110453,Incident,2007-05-02,Atlanta_GA,US,Missing,Mcdonnell,DC-10,3,Turbo_Fan,Omni_air_international_inc,VMC,Descent,"33.636666, -84.428056",Mcdonnell_DC-10
111178,Incident,1982-02-15,ONTARIO_CA,US,Minor,Boeing,737,2,Turbo_Jet,Aircal,IMC,Approach,Missing,Boeing_737
111181,Accident,1982-09-17,INDIANAPOLIS_IN,US,Substantial,Beech,G18S,2,Reciprocating,"Indianapolis_air_charter,_inc.",VMC,Takeoff,Missing,Beech_G18S
111182,Accident,1982-09-17,NEARNONDALTON_AK,US,Destroyed,Robertson,C_U206F,1,Reciprocating,Lake_clark_flying_service,VMC,Takeoff,Missing,Robertson_C_U206F
111307,Accident,2017-06-03,SanJuan_PR,US,Destroyed,Piper,PA23,2,Reciprocating,Air_america_inc,VMC,Takeoff,"18.460278, -65.972778",Piper_PA23
111317,Accident,2017-05-01,ChignikLake_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Grant_aviation_inc,UNK,Other,"56.140277, -158.805",Cessna_208
111324,Accident,2018-01-10,RockSprings_WY,US,Substantial,Swearingen,SA227,2,Turbo_Prop,Ameriflight_Airlines,VMC,Taxi,"41.598889, -109.063889",Swearingen_SA227
